point_id,lon,lat,block_id,land_cover
0.0,11.182602869810978,48.08580409854359,2,forest
1.0,9.3608194736166,52.13271445350203,0,forest
2.0,11.078398296853123,50.946938278464266,5,forest
3.0,8.344824887277412,50.8885477849965,6,forest
4.0,10.560968693200294,48.699353437597225,2,forest
5.0,14.233281574680888,52.33753033828128,1,forest
6.0,7.346796606620643,50.20582816906566,7,forest
7.0,10.622054132520418,49.85907846939553,2,forest
8.0,11.64433692584842,50.91459892823596,5,forest
9.0,11.06043199117073,49.822247542746624,2,forest
10.0,10.838548115993206,47.87829326791198,2,forest
11.0,10.71368229150059,50.53281493248517,5,forest
12.0,9.98694522664792,52.52617654794639,9,forest
13.0,10.609477718542736,53.20530290274074,9,forest
14.0,13.87036219989659,52.16864706486682,1,forest
15.0,9.681518030047272,50.16989555770088,6,forest
16.0,6.443091430796386,50.603781839930605,7,forest
17.0,11.928204555630202,50.52293346435985,5,forest
18.0,7.662105271346576,50.16720061184852,7,forest
19.0,9.434481326914408,50.98646415096552,6,forest
20.0,7.814818869646899,50.68283358493313,7,forest
21.0,9.479397091120376,50.80230951772102,6,forest
22.0,10.09294643017401,49.30032636267318,2,forest
23.0,11.220332111744,51.02509170818266,5,forest
24.0,10.37591574467166,52.87472287818476,9,forest
25.0,8.153483731759962,53.32118557439216,0,forest
26.0,10.994854975430002,52.23063081947106,5,forest
27.0,14.96091695481769,51.4455032611506,1,forest
28.0,13.694292404209165,53.97695573179941,4,forest
29.0,12.398023449224697,51.95215308139401,5,forest
30.0,8.826321879565484,50.5570694451564,6,forest
31.0,11.832084820229396,50.85890338062055,5,forest
32.0,8.850576392236718,48.84398219834046,3,forest
33.0,13.362814064369076,48.66881071793716,8,forest
34.0,10.232185299212546,47.338405782156144,2,forest
35.0,11.892271944265415,49.31380109193498,8,forest
36.0,10.219608885234862,48.84577882890871,2,forest
37.0,10.403763518479366,50.684630215501365,6,forest
38.0,7.420458459918422,49.39015789108513,3,forest
39.0,12.906469900036342,48.89877943067176,8,forest
40.0,9.234157018555749,48.03190518149642,3,forest
41.0,13.387966892324414,48.72809952668905,8,forest
42.0,9.68421297589964,50.01987690525292,6,forest
43.0,12.89209685549045,53.04989435858806,4,forest
44.0,8.68259143410637,47.833377503706,3,forest
45.0,13.226270141182908,51.88298280451681,1,forest
46.0,7.707919350836676,53.46940759627188,0,forest
47.0,9.594381447487676,48.89249122368292,2,forest
48.0,10.034555936706257,54.01917655015303,9,forest
49.0,13.422102873120965,51.60360675115564,1,forest
50.0,7.494120313216229,50.96131132301018,7,forest
51.0,10.326508404045086,50.93526017977071,6,forest
52.0,11.38652043930611,53.15320061626181,4,forest
53.0,7.741157016349092,47.80373309933006,3,forest
54.0,8.720320676039393,50.0603010930383,6,forest
55.0,11.128703952763829,48.76942202975855,2,forest
56.0,11.629065566018395,48.881711440273484,8,forest
57.0,13.360119118516709,48.50801228207976,8,forest
58.0,7.335118507927092,49.81506102047367,7,forest
59.0,13.342152812834314,52.09049363514842,1,forest
60.0,10.639122122918678,54.10631313271262,9,forest
61.0,9.418311651800252,47.96542985047157,3,forest
62.0,10.856514421675598,53.45233960587361,9,forest
63.0,8.697862793936395,49.31649603778733,3,forest
64.0,11.611997575620135,51.38172287597811,5,forest
65.0,10.13876050966411,50.80769940942574,6,forest
66.0,6.89943559512912,49.49076920290652,7,forest
67.0,13.716750286312164,52.9546729384714,4,forest
68.0,9.827943421358754,48.49184260696561,2,forest
69.0,13.516425977953505,53.083132024100486,4,forest
70.0,8.544250880351967,51.8227956804808,0,forest
71.0,13.079844749871429,53.41461036394059,4,forest
72.0,11.2239253728805,47.93129386967503,2,forest
73.0,8.373570976369251,50.838242129085806,6,forest
74.0,12.71153548338242,50.5480862923152,1,forest
75.0,11.24099336327876,52.67529688511023,5,forest
76.0,8.467894081201791,50.2444557262828,6,forest
77.0,11.231111895153449,47.511780631991215,2,forest
78.0,7.928006595445964,50.65588412640954,7,forest
79.0,13.015166049414802,49.14401950323639,8,forest
80.0,9.142528859575547,52.87562119346888,9,forest
81.0,8.13012753437286,47.77139374910176,3,forest
82.0,7.177015017922059,51.07000747238864,7,forest
83.0,12.707942222245949,49.09461216260981,8,forest
84.0,7.192286377752083,52.13990097577499,0,forest
85.0,11.267044506518232,47.54052672108304,2,forest
86.0,8.29901080778734,47.61868015080144,3,forest
87.0,7.060234030986521,51.2523654750649,7,forest
88.0,6.071188903170906,50.742122393685015,7,forest
89.0,9.62941574356833,47.78846173950003,2,forest
90.0,10.935566166678116,49.244630815057775,2,forest
91.0,8.343028256709175,48.40650265497426,3,forest
92.0,9.484786982825083,54.40275717647207,9,forest
93.0,11.392808646294952,49.58509230773907,8,forest
94.0,13.322389876583683,52.00515368315706,1,forest
95.0,10.559172062632058,52.68966992965613,9,forest
96.0,9.225173865714568,54.050617585097214,9,forest
97.0,11.03438084793126,50.00909712184348,2,forest
98.0,12.406108286781771,52.48485404487688,4,forest
99.0,10.704699138659407,50.45555981805089,5,forest
100.0,11.779982533750484,53.62122287928808,4,forest
101.0,11.562590234993536,53.5852902679233,4,forest
102.0,11.170026455833325,48.3211627029829,2,forest
103.0,8.105873021701626,52.18751168583333,0,forest
104.0,8.911661831556842,52.47407426146745,0,forest
105.0,14.177586027065471,53.91048040077457,4,forest
106.0,10.223202146371335,53.811665719521415,9,forest
107.0,9.908791796929506,52.92413021881133,9,forest
108.0,10.493595046891327,50.89124273084885,6,forest
109.0,9.34375148321834,50.62803635260183,6,forest
110.0,6.204139565220601,50.0926404432666,7,forest
111.0,6.488905510286486,50.41513563026551,7,forest
112.0,12.051273749554582,52.98431734284734,4,forest
113.0,8.19300960426122,51.1463642715388,7,forest
114.0,14.085957868085274,50.8885477849965,1,forest
115.0,7.303677472982912,50.7735634286292,7,forest
116.0,13.400543306302096,53.33825356479044,4,forest
117.0,7.834581805897528,47.63035824949499,3,forest
118.0,7.683664838165441,47.56388291847015,3,forest
119.0,13.835327903815935,53.09121686165757,4,forest
120.0,10.146845347221188,53.579002060934464,9,forest
121.0,11.682066167781445,52.6465507960184,5,forest
122.0,10.288779162112064,48.46758809429439,2,forest
123.0,12.618110693833984,52.1587655967415,4,forest
124.0,10.637325492350442,50.00819880655936,6,forest
125.0,6.287682886643722,51.15534742438,7,forest
126.0,10.744225011160664,51.04754959028565,5,forest
127.0,10.37591574467166,51.47245271967419,5,forest
128.0,13.809276760576466,52.16864706486682,1,forest
129.0,12.858859189978006,47.82978424256952,8,forest
130.0,9.072460267414243,54.2985526035142,9,forest
131.0,10.237575190917257,51.202958134438326,6,forest
132.0,10.005809847614415,49.08832395562097,2,forest
133.0,8.801169051610145,49.74589074359646,6,forest
134.0,11.042465685488338,50.44567834992557,5,forest
135.0,11.0631269370231,49.90489254888562,2,forest
136.0,10.950837526508169,50.64061276657951,5,forest
137.0,8.030414537835583,48.17743225752378,3,forest
138.0,7.750140169190303,52.21266451378867,0,forest
139.0,9.45514257844914,48.33823069338118,3,forest
140.0,14.350062561616426,53.451441290589486,4,forest
